SRC_ADD,PKT_ID,TO_NODE,PKT_SIZE,NUMBER_OF_PKT,NUMBER_OF_BYTE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,PKT_CLASS,Timestamp
15,59979,22,32061,210,6732810,23.07,739592.98,32061,HTTP-FLOOD,20/02/2018 01:38:53
7,7,23,49404,210,10374840,23.06,1139010.62,49404,HTTP-FLOOD,20/02/2018 11:03:30
16,49389,22,60180,210,12637800,23.04,1386653.44,60180,HTTP-FLOOD,20/02/2018 03:43:50
13,67454,24,24325,210,5108250,23.12,562432.2,24325,HTTP-FLOOD,20/02/2018 11:01:09
6,38662,21,11322,210,2377620,23.08,261329.88,11322,HTTP-FLOOD,20/02/2018 03:10:07
12,33245,22,18993,210,3988530,23.15,439655.59,18993,HTTP-FLOOD,20/02/2018 09:10:17
4,57858,24,8431,210,1770510,23.13,195050.56,8431,HTTP-FLOOD,20/02/2018 09:05:14
19,58894,22,36946,210,7758660,22.97,848555.28,36946,HTTP-FLOOD,20/02/2018 11:32:11
9,24714,24,29692,210,6235320,23,682977.47,29692,HTTP-FLOOD,20/02/2018 01:25:05
6,50433,23,3219,210,675990,23.08,74299.67,3219,HTTP-FLOOD,20/02/2018 09:01:01
20,78693,21,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 01:01:04
20,57762,25,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 09:48:43
18,20350,22,46105,210,9682050,22.99,1059901.77,46105,HTTP-FLOOD,20/02/2018 11:03:03
20,66347,21,55,7085,389675,94.72,5209.67,55,HTTP-FLOOD,20/02/2018 03:09:29
17,22533,24,35678,210,7492380,23.02,821139.43,35678,HTTP-FLOOD,20/02/2018 01:39:55
13,5369,24,24553,210,5156130,23.12,567703.92,24553,HTTP-FLOOD,20/02/2018 03:23:08
12,52,22,58400,210,12264000,23.15,1351860.5,58400,HTTP-FLOOD,20/02/2018 12:27:54
3,389693,23,1540,16091,24780100,328.24,505490,1540,Normal,22/02/2018 12:27:57 AM
15,201196,24,1540,16092,24781700,328.21,505437,1540,Normal,16/02/2018 11:18:14 PM
24.9,443135,21,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:22:41 PM
24.8,157335,21,55,16088,884840,328.11,18046.2,55,Normal,21/02/2018 11:49:25 PM
24.1,219350,1,55,16091,885005,328.3,18056.4,55,Normal,20/02/2018 10:57:59
24.13,480053,23,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:24:42 PM
2.1,599411,24,1000,6250,6250000,124.94,124944,1000,Normal,22/02/2018 12:17:09 AM
24.2,551227,23,55,16091,885005,328.26,18054.5,55,Normal,16/02/2018 11:26:18 PM
2,399941,23,1540,16091,24780100,328.26,505526,1540,Normal,20/02/2018 10:55:38
24.11,356924,22,55,16103,885665,328.52,18068.8,55,Normal,22/02/2018 12:25:35 AM
24.5,349309,5,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:16:10 PM
6.1,629078,24,1000,6250,6250000,124.94,124942,1000,Normal,20/02/2018 10:29:49
24.5,565692,5,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:17:21 PM
24.1,478904,1,55,16091,885005,328.3,18056.4,55,Normal,16/02/2018 11:21:20 PM
24.7,518117,7,55,16090,884950,328.17,18049.2,55,Normal,16/02/2018 11:21:19 PM
4,140886,21,1540,16091,24780100,328.22,505455,1540,Normal,22/02/2018 12:16:51 AM
24.11,337499,11,55,16103,885665,328.52,18068.8,55,Normal,16/02/2018 11:21:20 PM
24.15,264811,15,55,16092,885060,328.21,18051.3,55,Normal,16/02/2018 11:25:37 PM
24.13,201476,13,55,16103,885665,328.46,18065.3,55,Normal,21/02/2018 11:56:10 PM
24.3,395290,3,55,16091,885005,328.24,18053.3,55,Normal,22/02/2018 12:21:13 AM
24.12,572358,22,55,16103,885665,328.49,18067,55,Normal,21/02/2018 11:45:42 PM
24.11,241339,23,55,16103,885665,328.52,18068.8,55,Normal,21/02/2018 11:49:33 PM
24.7,165643,7,55,16090,884950,328.17,18049.2,55,Normal,16/02/2018 11:25:29 PM
24.2,374184,23,55,16091,885005,328.26,18054.5,55,Normal,16/02/2018 11:21:08 PM
9.1,641250,23,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:20:11 PM
9,452679,24,1540,16085,24770900,328.06,505218,1540,Normal,22/02/2018 12:32:03 AM
24.5,471180,5,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:22:34 PM
24.9,142775,21,55,16085,884675,328.06,18043.5,55,Normal,22/02/2018 12:03:16 AM
8,24310,24,1540,16088,24775500,328.11,505294,1540,Normal,16/02/2018 11:28:14 PM
24.11,252941,23,55,16103,885665,328.52,18068.8,55,Normal,16/02/2018 11:19:09 PM
9.1,585826,21,1000,6250,6250000,124.94,124941,1000,Normal,20/02/2018 10:28:23
24.8,161180,21,55,16088,884840,328.11,18046.2,55,Normal,21/02/2018 11:51:07 PM
24.14,205985,23,55,16103,885665,328.43,18063.8,55,Normal,21/02/2018 11:41:53 PM
2,393608,21,1540,16091,24780100,328.26,505526,1540,Normal,22/02/2018 12:10:22 AM
14,347933,24,1540,16103,24798600,328.43,505785,1540,Normal,22/02/2018 12:15:52 AM
18.1,639675,24,1000,6250,6250000,124.94,124941,1000,Normal,20/02/2018 10:28:34
24.12,241221,22,55,16103,885665,328.49,18067,55,Normal,16/02/2018 11:15:38 PM
24.13,469316,22,55,16103,885665,328.46,18065.3,55,Normal,20/02/2018 10:47:18
24.9,239000,23,55,16085,884675,328.06,18043.5,55,Normal,22/02/2018 12:15:52 AM
24,350771,23,55,16091,885005,328.32,18057.4,55,Normal,16/02/2018 08:18:51 PM
24.3,288463,23,55,16091,885005,328.24,18053.3,55,Normal,22/02/2018 12:21:56 AM
1.1,458528,21,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:22:59 PM
14,445583,22,1540,16103,24798600,328.43,505785,1540,Normal,22/02/2018 12:11:46 AM
5,22316,21,1540,16091,24780100,328.2,505434,1540,Normal,22/02/2018 12:29:46 AM
24.6,115137,23,55,16091,885005,328.19,18050.6,55,Normal,16/02/2018 11:26:29 PM
24.5,352508,5,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:18:57 PM
24.5,559336,23,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:15:35 PM
24.9,513462,9,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:16:18 PM
15,271534,24,1540,16092,24781700,328.21,505437,1540,Normal,21/02/2018 11:51:43 PM
11,28566,22,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:17:55 PM
11.1,622629,24,1000,6250,6250000,124.94,124944,1000,Normal,22/02/2018 12:15:21 AM
13,140363,22,1540,16103,24798600,328.46,505828,1540,Normal,21/02/2018 11:45:07 PM
24.7,496661,7,55,16090,884950,328.17,18049.2,55,Normal,16/02/2018 11:24:37 PM
5,116727,24,1540,16091,24780100,328.2,505434,1540,Normal,16/02/2018 11:24:18 PM
10.1,471785,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:27:52 PM
24.9,510277,23,55,16085,884675,328.06,18043.5,55,Normal,22/02/2018 12:04:36 AM
0,179492,21,1540,16091,24780100,328.32,505606,1540,Normal,16/02/2018 11:24:49 PM
14,359583,22,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:26:02 PM
17.1,609696,23,1000,6250,6250000,124.94,124941,1000,Normal,22/02/2018 12:12:10 AM
0.1,338492,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:27:26 PM
24.6,414071,6,55,16091,885005,328.19,18050.6,55,Normal,16/02/2018 11:19:27 PM
6.1,418686,24,1000,6250,6250000,124.94,124942,1000,Normal,20/02/2018 10:59:37
5,280667,21,1540,16091,24780100,328.2,505434,1540,Normal,16/02/2018 11:24:06 PM
9,48868,23,1540,16085,24770900,328.06,505218,1540,Normal,22/02/2018 12:09:21 AM
24.9,341181,9,55,16085,884675,328.06,18043.5,55,Normal,21/02/2018 11:54:14 PM
4,203739,21,1540,16091,24780100,328.22,505455,1540,Normal,21/02/2018 11:43:19 PM
0.1,637519,24,1000,6250,6250000,124.94,124944,1000,Normal,22/02/2018 12:13:51 AM
24.9,338842,21,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:16:28 PM
24.13,320514,13,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:17:02 PM
24.6,395046,6,55,16091,885005,328.19,18050.6,55,Normal,16/02/2018 11:20:02 PM
4.1,580093,21,1000,6250,6250000,124.94,124943,1000,Normal,22/02/2018 12:27:49 AM
24.1,1977,23,55,16091,885005,328.3,18056.4,55,Normal,16/02/2018 11:24:13 PM
15.1,526026,23,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:26:40 PM
24.4,70064,4,55,16091,885005,328.22,18052,55,Normal,16/02/2018 11:16:48 PM
11,81809,24,1540,16103,24798600,328.52,505925,1540,Normal,21/02/2018 11:54:54 PM
8,480470,23,1540,16088,24775500,328.11,505294,1540,Normal,16/02/2018 11:21:48 PM
1.1,634514,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:25:16 PM
3,570751,24,1540,16091,24780100,328.24,505490,1540,Normal,22/02/2018 12:24:29 AM
24,383589,21,55,16091,885005,328.32,18057.4,55,Normal,22/02/2018 12:19:01 AM
24.7,202203,21,55,16090,884950,328.17,18049.2,55,Normal,20/02/2018 10:36:42
10,153767,23,1540,16103,24798600,328.56,505985,1540,Normal,16/02/2018 11:16:11 PM
8.1,509424,23,1000,6250,6250000,124.94,124941,1000,Normal,22/02/2018 12:12:07 AM
9.1,622143,24,1000,6250,6250000,124.94,124941,1000,Normal,21/02/2018 11:50:50 PM
24.14,79681,23,55,16103,885665,328.43,18063.8,55,Normal,21/02/2018 11:52:08 PM
24.3,167066,23,55,16091,885005,328.24,18053.3,55,Normal,22/02/2018 12:23:48 AM
1.1,303966,21,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:22:01 PM
7,149495,21,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:20:24 PM
19.1,261674,22,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:17:50 PM
7,221770,24,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:23:26 PM
24.1,17540,22,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:26:04 PM
24.14,115549,14,55,16103,885665,328.43,18063.8,55,Normal,22/02/2018 12:16:10 AM
24,167320,21,55,16091,885005,328.32,18057.4,55,Normal,16/02/2018 11:25:58 PM
24.2,492143,23,55,16091,885005,328.26,18054.5,55,Normal,20/02/2018 10:57:20
24.4,413129,21,55,16091,885005,328.22,18052,55,Normal,16/02/2018 11:16:05 PM
24.12,477957,23,55,16103,885665,328.49,18067,55,Normal,16/02/2018 11:20:08 PM
0.1,323172,21,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:23:21 PM
5.1,589741,21,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:23:53 PM
9,246837,23,1540,16085,24770900,328.06,505218,1540,Normal,16/02/2018 11:16:30 PM
24.4,534324,21,55,16091,885005,328.22,18052,55,Normal,16/02/2018 11:25:00 PM
14,81282,23,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:23:23 PM
2,380113,21,1540,16091,24780100,328.26,505526,1540,Normal,22/02/2018 12:09:19 AM
24.12,64379,22,55,16103,885665,328.49,18067,55,Normal,16/02/2018 11:16:05 PM
24.5,494972,21,55,16091,885005,328.2,18051.3,55,Normal,22/02/2018 12:30:14 AM
7.1,550947,23,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:28:09 PM
24.12,10787,23,64,210,13440,23.26,1488.37,64,Normal,22/02/2018 12:25:05 AM
24.13,139391,23,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:15:58 PM
1,57728,21,1540,16091,24780100,328.3,505578,1540,Normal,16/02/2018 11:24:53 PM
24.7,102804,21,55,16090,884950,328.17,18049.2,55,Normal,16/02/2018 11:26:00 PM
14,247377,23,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:25:12 PM
12.1,289588,22,1000,6250,6250000,124.94,124943,1000,Normal,21/02/2018 11:53:07 PM
7,440325,23,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:23:25 PM
11,60201,23,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:22:03 PM
14,96008,22,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:27:50 PM
19.1,620051,22,1000,6250,6250000,124.94,124941,1000,Normal,22/02/2018 12:20:58 AM
12,211367,24,1540,16103,24798600,328.49,505876,1540,Normal,21/02/2018 11:59:55 PM
24.14,212527,22,55,16103,885665,328.43,18063.8,55,Normal,16/02/2018 11:21:28 PM
8,222597,21,1540,16088,24775500,328.11,505294,1540,Normal,16/02/2018 11:19:44 PM
24.5,327500,23,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:18:27 PM
24.8,305713,23,55,16088,884840,328.11,18046.2,55,Normal,16/02/2018 11:16:12 PM
24,303161,21,55,16091,885005,328.32,18057.4,55,Normal,16/02/2018 11:25:03 PM
15,553160,22,1540,16092,24781700,328.21,505437,1540,Normal,16/02/2018 11:22:50 PM
8.1,626155,24,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:15:44 PM
17.1,636303,23,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:19:50 PM
13.1,611665,22,1000,6250,6250000,124.94,124943,1000,Normal,22/02/2018 12:01:57 AM
3,379039,23,1540,16091,24780100,328.24,505490,1540,Normal,16/02/2018 11:22:37 PM
2.1,640282,23,1000,6250,6250000,124.94,124944,1000,Normal,22/02/2018 12:26:13 AM
24.13,120795,23,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:21:22 PM
10.1,591842,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:16:30 PM
12.1,370919,22,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:24:35 PM
24.8,44523,23,55,16088,884840,328.11,18046.2,55,Normal,16/02/2018 11:27:17 PM
24.1,51387,1,55,16091,885005,328.3,18056.4,55,Normal,22/02/2018 12:08:58 AM
8.1,609910,21,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:27:33 PM
24.8,85709,8,55,16088,884840,328.11,18046.2,55,Normal,21/02/2018 11:44:59 PM
10.1,377597,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:17:10 PM
0,336095,23,1540,16091,24780100,328.32,505606,1540,Normal,20/02/2018 10:28:19
7,100564,21,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:23:10 PM
9,451465,21,1540,16085,24770900,328.06,505218,1540,Normal,22/02/2018 12:17:56 AM
10.1,393665,24,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:24:32 PM
24.2,94314,21,55,16091,885005,328.26,18054.5,55,Normal,16/02/2018 11:23:47 PM
24.9,38303,9,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:18:06 PM
5,375905,21,1540,16091,24780100,328.2,505434,1540,Normal,20/02/2018 11:00:43
4,561644,23,1540,16091,24780100,328.22,505455,1540,Normal,16/02/2018 11:20:23 PM
8,95451,24,1540,16088,24775500,328.11,505294,1540,Normal,22/02/2018 12:28:53 AM
14,565778,24,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:18:10 PM
25,61975,20,576,7110,4092144,95.15,54761.05,575.55,Normal,21/02/2018 11:42:04 PM
24.6,306086,6,55,16091,885005,328.19,18050.6,55,Normal,16/02/2018 11:26:45 PM
2,68004,24,1540,16091,24780100,328.26,505526,1540,Normal,22/02/2018 12:01:18 AM
24.3,101428,3,55,16091,885005,328.24,18053.3,55,Normal,21/02/2018 11:57:36 PM
4,196883,23,1540,16091,24780100,328.22,505455,1540,Normal,21/02/2018 11:51:22 PM
24.1,524209,21,55,16091,885005,328.3,18056.4,55,Normal,20/02/2018 11:00:47
24.15,104828,23,55,16092,885060,328.21,18051.3,55,Normal,16/02/2018 11:17:31 PM
24.7,506977,7,55,16090,884950,328.17,18049.2,55,Normal,22/02/2018 12:09:11 AM
13,205643,22,1540,16103,24798600,328.46,505828,1540,Normal,16/02/2018 11:21:34 PM
10,340957,24,1540,16103,24798600,328.56,505985,1540,Normal,21/02/2018 11:53:06 PM
24.5,198497,23,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:22:57 PM
24.1,326178,21,55,16091,885005,328.3,18056.4,55,Normal,16/02/2018 11:18:45 PM
24.4,562460,21,55,16091,885005,328.22,18052,55,Normal,21/02/2018 11:51:57 PM
11,444908,24,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:20:48 PM
24.14,80305,23,55,16103,885665,328.43,18063.8,55,Normal,22/02/2018 12:32:54 AM
11,373990,22,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:17:32 PM
26,7414,25,576,5628,3241120,658.09,378989,575.89,Normal,21/02/2018 11:43:16 PM
24.5,578031,23,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:23:28 PM
4,429885,23,1540,16091,24780100,328.22,505455,1540,Normal,16/02/2018 11:28:14 PM
0.1,634775,21,1000,6250,6250000,124.94,124944,1000,Normal,20/02/2018 10:37:31
3,404001,23,1540,16091,24780100,328.24,505490,1540,Normal,16/02/2018 11:22:14 PM
3,70351,23,1540,16091,24780100,328.24,505490,1540,Normal,16/02/2018 11:20:27 PM
24.1,300855,23,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:20:31 PM
19.1,614172,22,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:24:32 PM
8,130880,23,1540,16088,24775500,328.11,505294,1540,Normal,21/02/2018 11:49:58 PM
6,69154,21,1540,16091,24780100,328.19,505416,1540,Normal,16/02/2018 11:20:25 PM
11.1,624688,22,1000,6250,6250000,124.94,124944,1000,Normal,21/02/2018 11:53:45 PM
8,451095,21,1540,16088,24775500,328.11,505294,1540,Normal,16/02/2018 11:20:16 PM
14.1,610139,24,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:18:54 PM
5,419920,21,1540,16091,24780100,328.2,505434,1540,Normal,16/02/2018 11:17:55 PM
14,323341,22,1540,16103,24798600,328.43,505785,1540,Normal,22/02/2018 12:17:06 AM
24.12,528686,23,55,16103,885665,328.49,18067,55,Normal,22/02/2018 12:17:36 AM
15,533668,22,1540,16092,24781700,328.21,505437,1540,Normal,16/02/2018 11:16:10 PM
4,356418,21,1540,16091,24780100,328.22,505455,1540,Normal,16/02/2018 11:22:54 PM
14,207590,24,1540,16103,24798600,328.43,505785,1540,Normal,20/02/2018 10:19:31
5.1,319317,24,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:21:00 PM
5,425125,21,1540,16091,24780100,328.2,505434,1540,Normal,22/02/2018 12:13:02 AM
4,20562,23,1540,16091,24780100,328.22,505455,1540,Normal,21/02/2018 11:45:07 PM
24,260549,23,55,16091,885005,328.32,18057.4,55,Normal,16/02/2018 11:27:38 PM
24.6,132277,6,55,16091,885005,328.19,18050.6,55,Normal,20/02/2018 10:21:57
4,290536,24,1540,16091,24780100,328.22,505455,1540,Normal,22/02/2018 12:20:18 AM
12,67272,23,1540,16103,24798600,328.49,505876,1540,Normal,22/02/2018 12:34:56 AM
24.8,10041,8,55,16088,884840,328.11,18046.2,55,Normal,16/02/2018 11:21:49 PM
5.1,557512,24,1000,6250,6250000,124.94,124942,1000,Normal,22/02/2018 12:17:35 AM
24.1,20529,22,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:17:36 PM
0,22115,23,1540,16091,24780100,328.32,505606,1540,Normal,16/02/2018 11:16:56 PM
5,167199,21,1540,16091,24780100,328.2,505434,1540,Normal,22/02/2018 12:08:36 AM
9,65376,24,1540,16085,24770900,328.06,505218,1540,Normal,22/02/2018 12:34:51 AM
5,273096,23,1540,16091,24780100,328.2,505434,1540,Normal,16/02/2018 11:22:15 PM
7,173649,21,1540,16090,24778600,328.17,505378,1540,Normal,21/02/2018 11:45:30 PM
13.1,612229,24,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:25:05 PM
24.5,409250,21,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:24:08 PM
2,166456,23,1540,16091,24780100,328.26,505526,1540,Normal,16/02/2018 11:21:17 PM
13,251199,22,1540,16103,24798600,328.46,505828,1540,Normal,20/02/2018 10:49:45
24.1,221229,10,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:26:09 PM
7,112106,24,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:15:38 PM
24.3,229291,3,55,16091,885005,328.24,18053.3,55,Normal,16/02/2018 11:25:33 PM
26,29742,25,576,5628,3241120,658.09,378989,575.89,Normal,22/02/2018 12:02:54 AM
24.8,240720,8,55,16088,884840,328.11,18046.2,55,Normal,16/02/2018 11:16:05 PM
24.12,445368,12,55,16103,885665,328.49,18067,55,Normal,16/02/2018 11:15:31 PM
11,364443,22,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:19:06 PM
4,397632,24,1540,16091,24780100,328.22,505455,1540,Normal,22/02/2018 12:14:50 AM
12,368073,24,1540,16103,24798600,328.49,505876,1540,Normal,21/02/2018 11:56:53 PM
10,65083,23,1540,16103,24798600,328.56,505985,1540,Normal,21/02/2018 11:46:26 PM
1,85653,21,1540,16091,24780100,328.3,505578,1540,Normal,21/02/2018 11:43:08 PM
24.12,102039,23,55,16103,885665,328.49,18067,55,Normal,21/02/2018 11:42:09 PM
24.7,514544,21,55,16090,884950,328.17,18049.2,55,Normal,20/02/2018 10:34:24
1,193350,24,1540,16091,24780100,328.3,505578,1540,Normal,21/02/2018 11:44:42 PM
24.9,511372,23,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:20:18 PM
24.13,275771,22,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:20:43 PM
24.12,326853,23,55,16103,885665,328.49,18067,55,Normal,16/02/2018 11:17:27 PM
14,192193,22,1540,16103,24798600,328.43,505785,1540,Normal,20/02/2018 10:36:06
24.9,278503,9,55,16085,884675,328.06,18043.5,55,Normal,20/02/2018 10:43:27
12.1,588727,22,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:23:34 PM
24.13,114903,23,55,16103,885665,328.46,18065.3,55,Normal,22/02/2018 12:14:56 AM
24.5,95695,21,55,16091,885005,328.2,18051.3,55,Normal,16/02/2018 11:21:40 PM
1.1,598905,23,1000,6250,6250000,124.94,124944,1000,Normal,16/02/2018 11:26:17 PM
0,460697,23,1540,16091,24780100,328.32,505606,1540,Normal,16/02/2018 11:17:01 PM
3.1,633829,24,1000,6250,6250000,124.94,124943,1000,Normal,20/02/2018 10:30:38
15,509552,23,1540,16092,24781700,328.21,505437,1540,Normal,16/02/2018 11:27:52 PM
2,542889,23,1540,16091,24780100,328.26,505526,1540,Normal,16/02/2018 11:22:20 PM
14.1,526544,24,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 07:52:21 PM
2.1,447780,23,1000,6250,6250000,124.94,124944,1000,Normal,20/02/2018 11:11:52
24.1,138503,10,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:16:30 PM
24.8,142590,21,55,16088,884840,328.11,18046.2,55,Normal,21/02/2018 11:52:26 PM
24.14,1550,23,55,16103,885665,328.43,18063.8,55,Normal,16/02/2018 11:15:38 PM
24.15,328574,15,55,16092,885060,328.21,18051.3,55,Normal,16/02/2018 11:23:38 PM
10,459942,23,1540,16103,24798600,328.56,505985,1540,Normal,20/02/2018 10:58:01
11,308528,22,1540,16103,24798600,328.52,505925,1540,Normal,16/02/2018 11:23:07 PM
24.1,140628,23,55,16103,885665,328.56,18070.9,55,Normal,16/02/2018 11:20:17 PM
25.1,1975,26,55,5630,309650,656.27,36094.9,55,Normal,16/02/2018 11:17:53 PM
2.1,454357,21,1000,6250,6250000,124.94,124944,1000,Normal,22/02/2018 12:01:25 AM
14,208879,22,1540,16103,24798600,328.43,505785,1540,Normal,16/02/2018 11:17:07 PM
24.6,337068,23,55,16091,885005,328.19,18050.6,55,Normal,16/02/2018 11:23:19 PM
24,223783,0,55,16091,885005,328.32,18057.4,55,Normal,16/02/2018 11:18:11 PM
1,481389,21,1540,16091,24780100,328.3,505578,1540,Normal,22/02/2018 12:13:07 AM
24.3,159131,3,55,16091,885005,328.24,18053.3,55,Normal,22/02/2018 12:34:49 AM
24.9,573326,23,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:25:43 PM
10,78520,22,1540,16103,24798600,328.56,505985,1540,Normal,21/02/2018 11:54:39 PM
24.13,368583,23,55,16103,885665,328.46,18065.3,55,Normal,16/02/2018 11:27:50 PM
7,147365,23,1540,16090,24778600,328.17,505378,1540,Normal,16/02/2018 11:25:56 PM
12,239121,24,1540,16103,24798600,328.49,505876,1540,Normal,16/02/2018 11:28:18 PM
4,363992,24,1540,16091,24780100,328.22,505455,1540,Normal,16/02/2018 11:18:39 PM
8,563842,24,1540,16088,24775500,328.11,505294,1540,Normal,20/02/2018 10:51:15
24.3,93971,23,55,16091,885005,328.24,18053.3,55,Normal,16/02/2018 11:24:19 PM
3.1,614176,23,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:17:36 PM
6,458098,21,1540,16091,24780100,328.19,505416,1540,Normal,16/02/2018 11:24:39 PM
24.14,537652,23,55,16103,885665,328.43,18063.8,55,Normal,21/02/2018 11:58:17 PM
9.1,631639,21,1000,6250,6250000,124.94,124941,1000,Normal,16/02/2018 11:16:45 PM
24.9,533271,9,55,16085,884675,328.06,18043.5,55,Normal,16/02/2018 11:23:12 PM
24.8,129919,23,55,16088,884840,328.11,18046.2,55,Normal,16/02/2018 11:19:01 PM
7.1,603199,21,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:17:52 PM
13.1,600633,24,1000,6250,6250000,124.94,124943,1000,Normal,16/02/2018 11:21:38 PM
2,67352,23,1540,16091,24780100,328.26,505526,1540,Normal,16/02/2018 11:23:10 PM
15.1,605808,24,1000,6250,6250000,124.94,124942,1000,Normal,16/02/2018 11:22:58 PM
24,66689,0,55,16091,885005,328.32,18057.4,55,Normal,22/02/2018 12:16:11 AM
8.1,535809,24,1000,6250,6250000,124.94,124941,1000,Normal,21/02/2018 11:49:07 PM
9,310908,23,1540,16085,24770900,328.06,505218,1540,Normal,22/02/2018 12:27:53 AM
5,219389,23,1540,16091,24780100,328.2,505434,1540,Normal,22/02/2018 12:07:31 AM
24.13,28357,13,55,16103,885665,328.46,18065.3,55,Normal,20/02/2018 10:15:26
9,154466,24,1540,16085,24770900,328.06,505218,1540,Normal,16/02/2018 11:19:31 PM
24.14,401237,22,55,16103,885665,328.43,18063.8,55,Normal,22/02/2018 12:10:55 AM
24.4,23896,4,55,16091,885005,328.22,18052,55,Normal,16/02/2018 11:21:00 PM
5,108422,21,1540,16091,24780100,328.2,505434,1540,Normal,16/02/2018 11:27:23 PM
